cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
8108-uxrqn,Female,0,Yes,Yes,11,No phone service,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,-0.4703376741743533,1.7131818181818184,false,False,false,False
8109-yuohe,Male,0,No,No,17,No,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,-0.28612058925543754,1.856764705882353,false,False,true,False
8111-bkvds,Female,0,No,No,10,No phone service,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,-0.7972815095709869,1.4976666666666667,false,False,false,False
8111-rkspx,Male,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,0.24827491834718204,2.54625,true,False,true,True
8111-sllhi,Male,1,Yes,No,39,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,1.3585562679936187,3.6622222222222223,true,False,true,True
8118-lsuel,Male,1,No,No,23,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,1.3834504686583369,3.5992753623188407,true,False,true,True
8118-tjafg,Male,0,Yes,Yes,9,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,1.2208083576488438,3.358703703703704,true,False,true,False
8120-jdcam,Male,0,Yes,Yes,4,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0.160315409331844,2.3741666666666665,true,False,true,False
8123-qbnaz,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,1.320385160307717,3.4119907407407406,true,False,true,False
8124-nzvgj,Female,0,No,No,6,No phone service,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,-0.5134876219931983,1.42,false,False,false,False
8125-qpfjd,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,0.6698167162697454,2.808009259259259,false,False,true,False
8128-yvjrg,Female,0,No,No,7,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,0.4955573116167174,2.8795238095238096,true,False,true,True
8129-gmvgi,Female,0,Yes,Yes,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,-1.4827018345395642,0.6488690476190475,false,True,true,False
8132-ypvbx,Female,0,No,No,6,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0.7046685972003511,2.858888888888889,true,False,true,False
8133-anhhj,Female,1,No,No,49,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,1.2705967589782803,3.514421768707483,true,False,true,False
8138-ealnd,Male,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,-1.4926595148054518,0.6924444444444445,false,True,true,False
8143-etqti,Female,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,451.55,-1.4959787415607475,0.6544202898550725,false,True,true,False
8144-dghxp,Female,0,No,No,54,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,0.5270899657920269,2.65429012345679,false,False,true,False
8146-qqkzh,Female,0,Yes,No,71,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,0.5685803002332239,2.7814084507042254,false,False,true,False
8148-bplzq,Male,0,No,No,34,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,-0.4952318748390715,1.7001960784313725,false,False,true,False
8148-nlegt,Female,0,Yes,Yes,42,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,-1.3864442586359866,0.8049603174603175,false,True,true,False
8148-wocmk,Male,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,125.0,-1.4976383549383954,0.5208333333333334,false,True,true,False
8149-aiqcg,Male,0,No,No,39,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,0.27980757252249194,2.334059829059829,true,False,true,False
8149-rsoun,Female,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,0.9668875108687167,3.128333333333333,true,False,true,True
8150-qudfx,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,-1.4893402880501558,0.86,false,True,true,False
8152-uobny,Female,1,No,No,50,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,1.39672737567952,3.5652999999999997,true,False,true,False
8152-vetur,Female,0,Yes,No,72,Yes,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,1.0946777409476045,3.1804166666666664,true,False,true,False
8155-ibnhg,Female,0,Yes,No,24,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,0.35449017451664705,2.4275694444444444,true,False,true,True
8158-wpezg,Male,0,No,No,11,No phone service,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,-0.9649024607134236,1.2881818181818183,false,False,false,False
8160-howox,Female,0,No,No,7,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0.0706962869388578,2.1814285714285715,false,False,true,False
8161-qymtt,Male,0,No,No,7,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0.9751855777569561,3.339523809523809,true,False,true,False
8164-ockuj,Female,0,Yes,Yes,59,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,-1.4644460873854375,0.7265536723163842,false,True,true,False
8165-cbkxo,Male,0,Yes,Yes,66,No phone service,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,-0.2645456153460152,1.8729292929292929,false,False,false,False
8165-zjrnm,Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,-1.3598904445936209,0.7774305555555555,false,True,true,False
8166-orchu,Male,1,Yes,No,33,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,0.9569298306028297,3.0863636363636364,true,False,true,False
8166-zztfs,Female,1,Yes,No,66,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,0.5254303524143792,2.6591414141414145,false,False,true,True
8167-gjlrn,Male,0,No,No,3,No phone service,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,-1.1391618653664517,0.9127777777777778,false,False,false,False
8168-uqwwf,Female,0,No,No,11,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1.0996565810805476,3.34969696969697,true,False,true,True
8169-saejd,Male,1,Yes,No,69,No phone service,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,-0.2711840688566067,1.9094927536231885,false,False,false,False
8173-rxayp,Female,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,-1.4943191281830994,0.6285416666666667,false,True,true,False
8174-lnwmw,Female,0,No,No,31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,-1.45448840711955,0.7412365591397849,false,True,true,False
8174-tbvcf,Female,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,0.9984201650440266,3.2662142857142857,false,False,true,False
8178-eyzuo,Male,0,No,No,46,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,0.9619086707357736,3.0107246376811596,true,False,true,True
8180-akmjv,Female,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,-0.6694912794920997,1.4849999999999999,false,False,true,False
8181-yhcmf,Female,0,Yes,Yes,68,No phone service,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,-0.14671306553301536,2.0142156862745098,false,False,false,False
8182-bjdsi,Female,0,No,No,28,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,0.8374376674121821,3.1256547619047623,true,False,true,True
8182-pnagi,Male,0,No,No,12,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,-0.4802953544402404,1.6493055555555556,false,False,true,True
8183-onmxc,Female,0,No,No,2,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,0.5320688059249709,2.6574999999999998,true,False,true,True
8184-wmofi,Male,0,Yes,Yes,62,No,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,0.22172110430481612,2.41252688172043,false,False,true,False
8185-upybr,Male,0,Yes,No,6,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,0.3578094012719425,2.433333333333333,true,False,true,True
8189-dukmv,Female,0,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,-1.4677653141407332,0.65875,false,True,true,False
8189-hbvrw,Female,0,No,No,53,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,0.8656510948321957,3.0950943396226416,true,False,true,False
8189-xrike,Female,1,No,No,32,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,0.8706299349651397,3.0186979166666665,true,False,true,False
8190-ztqfb,Male,0,No,No,41,No phone service,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,-0.44378386013198695,1.6870731707317073,false,False,false,False
8191-xwszg,Female,0,No,No,52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,-1.4627864740077896,0.6557371794871795,false,True,true,False
8194-peeby,Female,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,-1.487680674672508,0.7409722222222223,false,True,true,False
8197-bfwvu,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0.9469721503369425,3.096736111111111,false,False,true,False
8198-rkszg,Female,0,Yes,Yes,14,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,0.5221111256590834,2.707261904761905,false,False,true,False
8199-zllsa,Male,0,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1.7800980659161816,3.8826616915422885,true,False,true,True
8200-klnyw,Female,0,Yes,No,21,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,0.5370476460579144,2.7221428571428574,false,False,true,False
8200-lgksr,Male,0,Yes,No,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,0.6133898614297172,2.8761032863849767,false,False,true,False
8201-aaxcb,Male,0,Yes,Yes,25,Yes,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,-0.14505345215536722,1.8728666666666667,false,False,true,False
8203-xjzrc,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,-1.4760633810289727,0.675,false,True,true,False
8204-tifgj,Female,0,No,No,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,-1.4744037676513246,0.6820289855072464,false,True,true,False
8204-yjcla,Male,1,Yes,Yes,72,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,0.002652138455294393,2.190902777777778,false,False,false,False
8205-mqugy,Male,0,Yes,Yes,12,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,-0.515147235370846,1.5865277777777778,false,False,true,False
8205-otchb,Male,0,No,No,22,No phone service,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,-0.6960450935344659,1.3690909090909091,false,False,false,True
8205-vslrb,Male,0,Yes,No,70,Yes,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,0.41755548286726646,2.618190476190476,false,False,true,False
8207-dmrvl,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,1.6539674492149423,3.845393518518518,true,False,true,False
8207-vvmyb,Female,0,Yes,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,-1.2852078425994657,0.9556904761904762,false,True,true,False
8208-eumte,Male,0,No,No,16,No phone service,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,-0.3276109236966348,1.9086458333333334,false,False,false,False
8212-crqxp,Female,0,Yes,No,22,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,0.5071746052602523,2.585530303030303,true,False,true,False
8212-djrch,Male,0,Yes,Yes,5,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,0.8507145744333646,2.8966666666666665,true,False,true,False
8212-fsqiv,Male,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,-1.4760633810289727,0.675,false,True,true,False
8213-tazpm,Female,0,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.75,7493.05,1.4614522974077875,3.6198309178743964,true,False,true,False
8215-ngspe,Female,0,Yes,Yes,42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,-1.4843614479172123,0.661547619047619,false,True,true,False
8216-azuuz,Female,0,Yes,Yes,42,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,1.1842968633405904,3.415595238095238,true,False,true,False
8217-qyohv,Male,0,No,No,5,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.75,266.95,-0.2977378828989728,1.7796666666666665,false,False,true,False
8218-ffjds,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,0.7196051175991822,2.8050694444444444,false,False,true,False
8219-vybvi,Male,0,No,Yes,39,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,-1.3184001101524232,0.8584188034188034,false,True,true,False
8220-ocufy,Female,0,No,No,21,No,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,-0.14837267891066305,1.9973809523809523,false,False,true,False
8221-eqdgl,Male,0,Yes,No,35,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2130.45,-0.12347847824594485,2.029,false,False,true,False
8221-hvayi,Male,0,Yes,Yes,35,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,0.14703850231066104,2.3715714285714284,false,False,true,False
8224-dwckx,Male,1,No,No,12,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0.28478641265543553,2.3001388888888887,true,False,true,False
8224-ivvpa,Female,0,No,No,27,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,-0.26620522872366287,2.040679012345679,false,False,true,False
8224-kdlkn,Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,-1.3184001101524232,0.8050462962962963,false,True,true,False
8224-uaxbz,Female,0,Yes,No,58,No phone service,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1,-0.6429374654497333,1.4598275862068966,false,False,false,False
8225-btjau,Male,1,No,No,10,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,0.482280404595534,2.6451666666666664,true,False,true,True
8226-bxges,Male,0,Yes,No,64,Yes,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,0.8208415336357032,2.964921875,true,False,true,False
8229-bujhx,Female,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,-1.4677653141407332,0.7046713615023474,false,True,true,False
8229-myejz,Female,0,No,No,10,No,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,-0.4487627002649305,1.6608333333333334,false,False,true,False
8229-tniqa,Female,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,-0.6445970788273813,1.6412499999999999,false,False,true,True
8231-bswxx,Male,0,No,No,71,Yes,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0.4756419510849423,2.606807511737089,true,False,true,False
8232-ctlko,Female,0,Yes,Yes,66,No,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,-0.16496881268714186,2.0185858585858587,false,False,true,False
8232-utfoz,Male,0,No,No,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,-1.4860210612948601,0.6760144927536231,false,True,true,False
8234-gszyk,Male,0,No,No,43,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,-1.2702713222006348,0.8605038759689922,false,True,true,False
8237-ulixl,Female,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,-1.323378950285367,0.8665972222222221,false,True,true,False
8241-juiqo,Female,0,No,No,61,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,-1.5026171950713387,0.7302459016393442,false,True,true,False
